Date,Open,High,Low,Close,Volume
2024-06-03,178.03,182.575,174.505,176.24,378058
2024-06-04,174.73,177.755,174.02,174.78,394650
2024-06-05,175.35,176.13,172.195,174.96,392401
2024-06-06,174.44,179.63,172.76,177.99,506074
2024-06-07,176.26,179.32,175.585,177.47,309544
2024-06-10,176.02,178.515,173.18,173.89,394930
2024-06-11,173.88,174.47,167.46,170.58,460684
2024-06-12,171.185,180.51,169.94,177.31,1073621
2024-06-13,188.275,191.01,181.325,182.4,995522
2024-06-14,185.8,185.97,176.93,178.01,582519
2024-06-17,177.935,188.81,177.305,187.43,993440
2024-06-18,186.505,186.95,182.4,184.885,823563
2024-06-20,184.7,185.15,179.7,181.49,436292
2024-06-21,182.13,183.95,180.73,183.03,421488
2024-06-24,184.91,188.33,182.56,182.68,521789
2024-06-25,184.19,187.955,182.19,187.39,429876
2024-06-26,186.48,197.73,186.45,196.325,612917
2024-06-27,195.14,198.63,194.18,197.41,677155
2024-06-28,199.53,203.115,195.28,197.99,612088
2024-07-01,201.0,213.17,200.93,209.97,1080763
2024-07-02,218.84,231.2,218.115,231.14,1477815
2024-07-03,234.63,248.29,234.255,246.6,1075211
2024-07-05,250.055,252.29,242.5,251.69,829881
2024-07-08,247.73,259.39,244.64,252.88,981605
2024-07-09,251.1,265.6,250.375,262.33,1187541
2024-07-10,262.765,267.58,257.95,263.37,592798
2024-07-11,263.365,270.8,239.71,240.72,1378992
2024-07-12,235.78,251.81,233.1,248.32,729233
2024-07-15,255.99,265.23,251.78,252.76,735092
2024-07-16,255.31,258.59,245.925,256.565,518511
2024-07-17,252.875,258.22,246.3,248.45,534654
2024-07-18,251.1,257.06,247.44,249.085,541613
2024-07-19,247.78,248.99,236.91,239.24,643467
2024-07-22,244.21,253.17,244.07,251.45,645695
2024-07-23,253.4,255.75,245.65,246.48,623809
2024-07-24,225.205,225.91,214.715,215.72,1427471
2024-07-25,216.795,225.97,216.28,220.29,896560
2024-07-26,221.2,222.18,215.44,219.79,537234
2024-07-29,224.905,234.2,224.905,231.985,577127
2024-07-30,232.31,232.37,220.12,222.58,604362
2024-07-31,227.95,234.49,226.79,232.0,410028
2024-08-01,227.4,231.845,214.4,216.94,1028466
2024-08-02,214.885,216.08,205.8,207.68,1103680
2024-08-05,185.08,203.85,182.01,198.96,1072240
2024-08-06,201.12,202.885,192.775,200.37,831851
2024-08-07,200.77,203.45,191.495,191.82,632497
2024-08-08,195.91,200.68,192.13,198.97,412244
2024-08-09,196.92,200.86,195.16,199.99,434119
2024-08-12,198.94,199.21,194.73,197.55,690174
2024-08-13,198.61,208.44,197.1,207.9,833266
2024-08-14,207.5,208.33,198.8,201.37,498882
2024-08-15,205.29,215.83,205.04,214.205,913424
2024-08-16,211.08,219.77,210.9,216.19,743200
2024-08-19,217.09,222.97,214.14,222.73,689481
2024-08-20,224.74,228.15,219.575,221.09,860681
2024-08-21,222.6,224.59,218.88,223.21,484491
2024-08-22,223.99,224.7,210.33,210.75,666856
2024-08-23,214.505,221.45,214.48,220.25,797564
2024-08-26,218.725,218.95,211.01,213.24,695531
2024-08-27,213.28,215.59,207.025,209.14,436659
2024-08-28,209.75,211.48,202.6,205.71,530316
2024-08-29,209.82,214.79,205.98,206.31,678868
2024-08-30,208.79,214.565,207.15,214.2,567599
2024-09-03,215.19,219.79,209.65,210.66,729607
2024-09-04,210.61,222.18,210.57,219.43,723060
2024-09-05,223.62,234.99,222.64,230.04,832263
2024-09-06,232.645,233.53,210.585,210.62,954786
2024-09-09,216.16,219.81,213.7,216.41,458285
2024-09-10,220.02,226.4,218.72,226.32,582448
2024-09-11,224.45,228.4,216.83,228.14,899397
2024-09-12,224.93,231.435,224.06,229.8,468948
2024-09-13,227.86,232.62,226.42,230.23,630697
2024-09-16,229.275,229.93,223.63,226.9,648729
2024-09-17,229.49,234.51,226.6,227.575,383914
2024-09-18,230.06,235.625,226.93,227.12,479369
2024-09-19,234.02,244.24,232.3,243.92,1125164
2024-09-20,241.52,243.94,235.93,238.33,943871
2024-09-23,242.535,250.0,241.98,249.99,654043
2024-09-24,254.08,257.07,249.3,254.27,980014
2024-09-25,252.625,257.01,252.32,257.0,723524
2024-09-26,260.62,261.55,251.59,254.125,617612
2024-09-27,257.33,260.675,254.29,260.44,510746
2024-09-30,259.055,264.74,255.92,261.68,826692
2024-10-01,262.73,263.95,248.745,258.01,492731
2024-10-02,247.63,251.1,241.55,249.1,776714
2024-10-03,244.48,249.73,237.93,240.7,584275
2024-10-04,246.645,250.91,244.61,250.035,672432
2024-10-07,249.05,249.575,240.745,240.85,455739
2024-10-08,243.715,246.2,240.65,244.47,633766
